,Date,County,Population,Positive Tests,Cases Per 100k
7153,2020-12-27,Kings,156444.0,122.0,77.98
7156,2020-12-27,Los Angeles,10257557.0,8347.0,81.37
7157,2020-12-27,Madera,160089.0,63.0,39.35
7158,2020-12-27,Marin,260800.0,31.0,11.89
7161,2020-12-27,Merced,287420.0,88.0,30.62
7164,2020-12-27,Monterey,448732.0,110.0,24.51
7165,2020-12-27,Napa,139652.0,37.0,26.49
7167,2020-12-27,Orange,3228519.0,1748.0,54.14
7169,2020-12-27,Placer,400434.0,145.0,36.21
7171,2020-12-27,Riverside,2468145.0,2348.0,95.13
7172,2020-12-27,Sacramento,1567975.0,647.0,41.26
7174,2020-12-27,San Bernardino,2217398.0,1181.0,53.26
7175,2020-12-27,San Diego,3370418.0,2639.0,78.3
7176,2020-12-27,San Francisco,892280.0,199.0,22.3
7177,2020-12-27,San Joaquin,782545.0,384.0,49.07
7178,2020-12-27,San Luis Obispo,278862.0,77.0,27.61
7179,2020-12-27,San Mateo,778001.0,307.0,39.46
7180,2020-12-27,Santa Barbara,456373.0,189.0,41.41
7181,2020-12-27,Santa Clara,1967585.0,926.0,47.06
7182,2020-12-27,Santa Cruz,273999.0,90.0,32.85
7183,2020-12-27,Shasta,177925.0,37.0,20.8
7186,2020-12-27,Solano,444255.0,185.0,41.64
7187,2020-12-27,Sonoma,496668.0,130.0,26.17
7188,2020-12-27,Stanislaus,562303.0,226.0,40.19
7189,2020-12-27,Sutter,105747.0,53.0,50.12
7192,2020-12-27,Tulare,484423.0,318.0,65.65
7195,2020-12-27,Ventura,852747.0,1069.0,125.36
7196,2020-12-27,Yolo,223612.0,68.0,30.41
7198,2020-12-26,Alameda,1685886.0,528.0,31.32
7201,2020-12-26,Butte,217769.0,95.0,43.62
7205,2020-12-26,Contra Costa,1160099.0,471.0,40.6
7207,2020-12-26,El Dorado,193098.0,37.0,19.16
7208,2020-12-26,Fresno,1032227.0,928.0,89.9
7210,2020-12-26,Humboldt,134098.0,27.0,20.13
7211,2020-12-26,Imperial,191649.0,55.0,28.7
7213,2020-12-26,Kern,927251.0,791.0,85.31
7214,2020-12-26,Kings,156444.0,126.0,80.54
7217,2020-12-26,Los Angeles,10257557.0,17960.0,175.09
7218,2020-12-26,Madera,160089.0,213.0,133.05
7219,2020-12-26,Marin,260800.0,58.0,22.24
7222,2020-12-26,Merced,287420.0,116.0,40.36
7225,2020-12-26,Monterey,448732.0,291.0,64.85
7226,2020-12-26,Napa,139652.0,50.0,35.8
7228,2020-12-26,Orange,3228519.0,2749.0,85.15
7230,2020-12-26,Placer,400434.0,180.0,44.95
7232,2020-12-26,Riverside,2468145.0,3450.0,139.78
7233,2020-12-26,Sacramento,1567975.0,738.0,47.07
7235,2020-12-26,San Bernardino,2217398.0,2826.0,127.45
7236,2020-12-26,San Diego,3370418.0,3353.0,99.48
7237,2020-12-26,San Francisco,892280.0,275.0,30.82
7238,2020-12-26,San Joaquin,782545.0,338.0,43.19
7239,2020-12-26,San Luis Obispo,278862.0,164.0,58.81
7240,2020-12-26,San Mateo,778001.0,313.0,40.23
7241,2020-12-26,Santa Barbara,456373.0,229.0,50.18
7242,2020-12-26,Santa Clara,1967585.0,1131.0,57.48
7243,2020-12-26,Santa Cruz,273999.0,144.0,52.55
7244,2020-12-26,Shasta,177925.0,37.0,20.8
7247,2020-12-26,Solano,444255.0,134.0,30.16
7248,2020-12-26,Sonoma,496668.0,112.0,22.55
7249,2020-12-26,Stanislaus,562303.0,239.0,42.5
7250,2020-12-26,Sutter,105747.0,79.0,74.71
7253,2020-12-26,Tulare,484423.0,397.0,81.95
7256,2020-12-26,Ventura,852747.0,1324.0,155.26
7257,2020-12-26,Yolo,223612.0,90.0,40.25
7259,2020-12-25,Alameda,1685886.0,212.0,12.57
7262,2020-12-25,Butte,217769.0,10.0,4.59
7266,2020-12-25,Contra Costa,1160099.0,173.0,14.91
7268,2020-12-25,El Dorado,193098.0,19.0,9.84
7269,2020-12-25,Fresno,1032227.0,112.0,10.85
7271,2020-12-25,Humboldt,134098.0,2.0,1.49
7272,2020-12-25,Imperial,191649.0,20.0,10.44
7274,2020-12-25,Kern,927251.0,149.0,16.07
7275,2020-12-25,Kings,156444.0,15.0,9.59
7278,2020-12-25,Los Angeles,10257557.0,2679.0,26.12
7279,2020-12-25,Madera,160089.0,13.0,8.12
7280,2020-12-25,Marin,260800.0,18.0,6.9
7283,2020-12-25,Merced,287420.0,19.0,6.61
7286,2020-12-25,Monterey,448732.0,63.0,14.04
7287,2020-12-25,Napa,139652.0,30.0,21.48
7289,2020-12-25,Orange,3228519.0,849.0,26.3
7291,2020-12-25,Placer,400434.0,62.0,15.48
7293,2020-12-25,Riverside,2468145.0,402.0,16.29
7294,2020-12-25,Sacramento,1567975.0,221.0,14.09
7296,2020-12-25,San Bernardino,2217398.0,424.0,19.12
7297,2020-12-25,San Diego,3370418.0,806.0,23.91
7298,2020-12-25,San Francisco,892280.0,94.0,10.53
7299,2020-12-25,San Joaquin,782545.0,157.0,20.06
7300,2020-12-25,San Luis Obispo,278862.0,21.0,7.53
7301,2020-12-25,San Mateo,778001.0,140.0,17.99
7302,2020-12-25,Santa Barbara,456373.0,42.0,9.2
7303,2020-12-25,Santa Clara,1967585.0,264.0,13.42
7304,2020-12-25,Santa Cruz,273999.0,14.0,5.11
7305,2020-12-25,Shasta,177925.0,3.0,1.69
7308,2020-12-25,Solano,444255.0,91.0,20.48
7309,2020-12-25,Sonoma,496668.0,31.0,6.24
7310,2020-12-25,Stanislaus,562303.0,141.0,25.08
7311,2020-12-25,Sutter,105747.0,32.0,30.26
7314,2020-12-25,Tulare,484423.0,59.0,12.18
7317,2020-12-25,Ventura,852747.0,126.0,14.78
7318,2020-12-25,Yolo,223612.0,22.0,9.84
7320,2020-12-24,Alameda,1685886.0,572.0,33.93
7323,2020-12-24,Butte,217769.0,80.0,36.74
7327,2020-12-24,Contra Costa,1160099.0,445.0,38.36
7329,2020-12-24,El Dorado,193098.0,83.0,42.98
7330,2020-12-24,Fresno,1032227.0,666.0,64.52
7332,2020-12-24,Humboldt,134098.0,26.0,19.39
7333,2020-12-24,Imperial,191649.0,108.0,56.35
7335,2020-12-24,Kern,927251.0,553.0,59.64
7336,2020-12-24,Kings,156444.0,69.0,44.11
7339,2020-12-24,Los Angeles,10257557.0,9196.0,89.65
7340,2020-12-24,Madera,160089.0,179.0,111.81
7341,2020-12-24,Marin,260800.0,63.0,24.16
7344,2020-12-24,Merced,287420.0,183.0,63.67
7347,2020-12-24,Monterey,448732.0,268.0,59.72
7348,2020-12-24,Napa,139652.0,65.0,46.54
7350,2020-12-24,Orange,3228519.0,2565.0,79.45
7352,2020-12-24,Placer,400434.0,191.0,47.7
7354,2020-12-24,Riverside,2468145.0,2211.0,89.58
7355,2020-12-24,Sacramento,1567975.0,680.0,43.37
7357,2020-12-24,San Bernardino,2217398.0,1811.0,81.67
7358,2020-12-24,San Diego,3370418.0,2616.0,77.62
7359,2020-12-24,San Francisco,892280.0,270.0,30.26
7360,2020-12-24,San Joaquin,782545.0,582.0,74.37
7361,2020-12-24,San Luis Obispo,278862.0,122.0,43.75
7362,2020-12-24,San Mateo,778001.0,308.0,39.59
7363,2020-12-24,Santa Barbara,456373.0,203.0,44.48
7364,2020-12-24,Santa Clara,1967585.0,873.0,44.37
7365,2020-12-24,Santa Cruz,273999.0,151.0,55.11
7366,2020-12-24,Shasta,177925.0,29.0,16.3
7369,2020-12-24,Solano,444255.0,213.0,47.95
7370,2020-12-24,Sonoma,496668.0,154.0,31.01
7371,2020-12-24,Stanislaus,562303.0,361.0,64.2
7372,2020-12-24,Sutter,105747.0,75.0,70.92
7375,2020-12-24,Tulare,484423.0,275.0,56.77
7378,2020-12-24,Ventura,852747.0,290.0,34.01
7379,2020-12-24,Yolo,223612.0,66.0,29.52
7381,2020-12-23,Alameda,1685886.0,1018.0,60.38
7384,2020-12-23,Butte,217769.0,148.0,67.96
7388,2020-12-23,Contra Costa,1160099.0,656.0,56.55
7390,2020-12-23,El Dorado,193098.0,128.0,66.29
7391,2020-12-23,Fresno,1032227.0,1226.0,118.77
7393,2020-12-23,Humboldt,134098.0,31.0,23.12
7394,2020-12-23,Imperial,191649.0,183.0,95.49
7396,2020-12-23,Kern,927251.0,1109.0,119.6
7397,2020-12-23,Kings,156444.0,191.0,122.09
7400,2020-12-23,Los Angeles,10257557.0,22696.0,221.26
7401,2020-12-23,Madera,160089.0,161.0,100.57
7402,2020-12-23,Marin,260800.0,88.0,33.74
7405,2020-12-23,Merced,287420.0,269.0,93.59
7408,2020-12-23,Monterey,448732.0,702.0,156.44
7409,2020-12-23,Napa,139652.0,84.0,60.15
7411,2020-12-23,Orange,3228519.0,4353.0,134.83
7413,2020-12-23,Placer,400434.0,259.0,64.68
7415,2020-12-23,Riverside,2468145.0,4605.0,186.58
7416,2020-12-23,Sacramento,1567975.0,1017.0,64.86
7418,2020-12-23,San Bernardino,2217398.0,5497.0,247.9
7419,2020-12-23,San Diego,3370418.0,3747.0,111.17
7420,2020-12-23,San Francisco,892280.0,341.0,38.22
7421,2020-12-23,San Joaquin,782545.0,862.0,110.15
7422,2020-12-23,San Luis Obispo,278862.0,352.0,126.23
7423,2020-12-23,San Mateo,778001.0,447.0,57.45
7424,2020-12-23,Santa Barbara,456373.0,285.0,62.45
7425,2020-12-23,Santa Clara,1967585.0,1678.0,85.28
7426,2020-12-23,Santa Cruz,273999.0,190.0,69.34
7427,2020-12-23,Shasta,177925.0,62.0,34.85
7430,2020-12-23,Solano,444255.0,485.0,109.17
7431,2020-12-23,Sonoma,496668.0,355.0,71.48
7432,2020-12-23,Stanislaus,562303.0,457.0,81.27
7433,2020-12-23,Sutter,105747.0,105.0,99.29
7436,2020-12-23,Tulare,484423.0,556.0,114.78
7439,2020-12-23,Ventura,852747.0,880.0,103.2
7440,2020-12-23,Yolo,223612.0,123.0,55.01
7442,2020-12-22,Alameda,1685886.0,1110.0,65.84
7445,2020-12-22,Butte,217769.0,179.0,82.2
7449,2020-12-22,Contra Costa,1160099.0,826.0,71.2
7451,2020-12-22,El Dorado,193098.0,154.0,79.75
7452,2020-12-22,Fresno,1032227.0,1374.0,133.11
7454,2020-12-22,Humboldt,134098.0,36.0,26.85
7455,2020-12-22,Imperial,191649.0,305.0,159.15
7457,2020-12-22,Kern,927251.0,1108.0,119.49
7458,2020-12-22,Kings,156444.0,276.0,176.42
7461,2020-12-22,Los Angeles,10257557.0,22901.0,223.26
7462,2020-12-22,Madera,160089.0,224.0,139.92
7463,2020-12-22,Marin,260800.0,88.0,33.74
7466,2020-12-22,Merced,287420.0,262.0,91.16
7469,2020-12-22,Monterey,448732.0,579.0,129.03
7470,2020-12-22,Napa,139652.0,104.0,74.47
7472,2020-12-22,Orange,3228519.0,4432.0,137.28
7474,2020-12-22,Placer,400434.0,251.0,62.68
7476,2020-12-22,Riverside,2468145.0,5165.0,209.27
7477,2020-12-22,Sacramento,1567975.0,1173.0,74.81
7479,2020-12-22,San Bernardino,2217398.0,5807.0,261.88
7480,2020-12-22,San Diego,3370418.0,3934.0,116.72
7481,2020-12-22,San Francisco,892280.0,380.0,42.59
7482,2020-12-22,San Joaquin,782545.0,930.0,118.84
7483,2020-12-22,San Luis Obispo,278862.0,210.0,75.31
7484,2020-12-22,San Mateo,778001.0,515.0,66.2
7485,2020-12-22,Santa Barbara,456373.0,312.0,68.37
7486,2020-12-22,Santa Clara,1967585.0,1680.0,85.38
7487,2020-12-22,Santa Cruz,273999.0,230.0,83.94
7488,2020-12-22,Shasta,177925.0,73.0,41.03
7491,2020-12-22,Solano,444255.0,547.0,123.13
7492,2020-12-22,Sonoma,496668.0,358.0,72.08
7493,2020-12-22,Stanislaus,562303.0,579.0,102.97
7494,2020-12-22,Sutter,105747.0,133.0,125.77
7497,2020-12-22,Tulare,484423.0,582.0,120.14
7500,2020-12-22,Ventura,852747.0,1288.0,151.04
7501,2020-12-22,Yolo,223612.0,135.0,60.37
7503,2020-12-21,Alameda,1685886.0,1144.0,67.86
7506,2020-12-21,Butte,217769.0,169.0,77.61
7510,2020-12-21,Contra Costa,1160099.0,699.0,60.25
7512,2020-12-21,El Dorado,193098.0,127.0,65.77
7513,2020-12-21,Fresno,1032227.0,1135.0,109.96
7515,2020-12-21,Humboldt,134098.0,34.0,25.35
7516,2020-12-21,Imperial,191649.0,328.0,171.15
7518,2020-12-21,Kern,927251.0,1254.0,135.24
7519,2020-12-21,Kings,156444.0,264.0,168.75
7522,2020-12-21,Los Angeles,10257557.0,21460.0,209.21
7523,2020-12-21,Madera,160089.0,220.0,137.42
7524,2020-12-21,Marin,260800.0,125.0,47.93
7527,2020-12-21,Merced,287420.0,387.0,134.65
7530,2020-12-21,Monterey,448732.0,524.0,116.77
7531,2020-12-21,Napa,139652.0,162.0,116.0
7533,2020-12-21,Orange,3228519.0,4281.0,132.6
7535,2020-12-21,Placer,400434.0,243.0,60.68
7537,2020-12-21,Riverside,2468145.0,4944.0,200.31
7538,2020-12-21,Sacramento,1567975.0,1228.0,78.32
7540,2020-12-21,San Bernardino,2217398.0,6181.0,278.75
7541,2020-12-21,San Diego,3370418.0,3946.0,117.08
7542,2020-12-21,San Francisco,892280.0,386.0,43.26
7543,2020-12-21,San Joaquin,782545.0,1007.0,128.68
7544,2020-12-21,San Luis Obispo,278862.0,332.0,119.06
7545,2020-12-21,San Mateo,778001.0,545.0,70.05
7546,2020-12-21,Santa Barbara,456373.0,385.0,84.36
7547,2020-12-21,Santa Clara,1967585.0,1748.0,88.84
7548,2020-12-21,Santa Cruz,273999.0,214.0,78.1
7549,2020-12-21,Shasta,177925.0,88.0,49.46
7552,2020-12-21,Solano,444255.0,440.0,99.04
7553,2020-12-21,Sonoma,496668.0,356.0,71.68
7554,2020-12-21,Stanislaus,562303.0,619.0,110.08
7555,2020-12-21,Sutter,105747.0,93.0,87.95
7558,2020-12-21,Tulare,484423.0,578.0,119.32
7561,2020-12-21,Ventura,852747.0,705.0,82.67
7562,2020-12-21,Yolo,223612.0,149.0,66.63
7564,2020-12-20,Alameda,1685886.0,412.0,24.44
7567,2020-12-20,Butte,217769.0,72.0,33.06
7571,2020-12-20,Contra Costa,1160099.0,309.0,26.64
7573,2020-12-20,El Dorado,193098.0,61.0,31.59
7574,2020-12-20,Fresno,1032227.0,321.0,31.1
7576,2020-12-20,Humboldt,134098.0,19.0,14.17
7577,2020-12-20,Imperial,191649.0,64.0,33.39
7579,2020-12-20,Kern,927251.0,530.0,57.16
7580,2020-12-20,Kings,156444.0,77.0,49.22
7583,2020-12-20,Los Angeles,10257557.0,7037.0,68.6
7584,2020-12-20,Madera,160089.0,84.0,52.47
7585,2020-12-20,Marin,260800.0,24.0,9.2
7588,2020-12-20,Merced,287420.0,137.0,47.67
7591,2020-12-20,Monterey,448732.0,124.0,27.63
7592,2020-12-20,Napa,139652.0,52.0,37.24
7594,2020-12-20,Orange,3228519.0,1591.0,49.28
7596,2020-12-20,Placer,400434.0,162.0,40.46
7598,2020-12-20,Riverside,2468145.0,1909.0,77.35
7599,2020-12-20,Sacramento,1567975.0,591.0,37.69
7601,2020-12-20,San Bernardino,2217398.0,1252.0,56.46
7602,2020-12-20,San Diego,3370418.0,1765.0,52.37
7603,2020-12-20,San Francisco,892280.0,123.0,13.78
7604,2020-12-20,San Joaquin,782545.0,409.0,52.27
7605,2020-12-20,San Luis Obispo,278862.0,56.0,20.08
7606,2020-12-20,San Mateo,778001.0,203.0,26.09
7607,2020-12-20,Santa Barbara,456373.0,104.0,22.79
7608,2020-12-20,Santa Clara,1967585.0,722.0,36.69
7609,2020-12-20,Santa Cruz,273999.0,69.0,25.18
7610,2020-12-20,Shasta,177925.0,31.0,17.42
7613,2020-12-20,Solano,444255.0,134.0,30.16
7614,2020-12-20,Sonoma,496668.0,63.0,12.68
7615,2020-12-20,Stanislaus,562303.0,298.0,53.0
7616,2020-12-20,Sutter,105747.0,38.0,35.93
7619,2020-12-20,Tulare,484423.0,262.0,54.08
7622,2020-12-20,Ventura,852747.0,242.0,28.38
7623,2020-12-20,Yolo,223612.0,59.0,26.38
7625,2020-12-19,Alameda,1685886.0,610.0,36.18
7628,2020-12-19,Butte,217769.0,98.0,45.0
7632,2020-12-19,Contra Costa,1160099.0,313.0,26.98
7634,2020-12-19,El Dorado,193098.0,64.0,33.14
7635,2020-12-19,Fresno,1032227.0,1006.0,97.46
7637,2020-12-19,Humboldt,134098.0,15.0,11.19
7638,2020-12-19,Imperial,191649.0,58.0,30.26
7640,2020-12-19,Kern,927251.0,756.0,81.53
7641,2020-12-19,Kings,156444.0,158.0,100.99
7644,2020-12-19,Los Angeles,10257557.0,15214.0,148.32
7645,2020-12-19,Madera,160089.0,133.0,83.08
7646,2020-12-19,Marin,260800.0,100.0,38.34
7649,2020-12-19,Merced,287420.0,88.0,30.62
7652,2020-12-19,Monterey,448732.0,340.0,75.77
7653,2020-12-19,Napa,139652.0,39.0,27.93
7655,2020-12-19,Orange,3228519.0,2720.0,84.25
7657,2020-12-19,Placer,400434.0,170.0,42.45
7659,2020-12-19,Riverside,2468145.0,3190.0,129.25
7660,2020-12-19,Sacramento,1567975.0,640.0,40.82
7662,2020-12-19,San Bernardino,2217398.0,2486.0,112.11
7663,2020-12-19,San Diego,3370418.0,2601.0,77.17
7664,2020-12-19,San Francisco,892280.0,165.0,18.49
7665,2020-12-19,San Joaquin,782545.0,389.0,49.71
7666,2020-12-19,San Luis Obispo,278862.0,83.0,29.76
7667,2020-12-19,San Mateo,778001.0,334.0,42.93
7668,2020-12-19,Santa Barbara,456373.0,135.0,29.58
7669,2020-12-19,Santa Clara,1967585.0,929.0,47.22
7670,2020-12-19,Santa Cruz,273999.0,99.0,36.13
7671,2020-12-19,Shasta,177925.0,24.0,13.49
7674,2020-12-19,Solano,444255.0,187.0,42.09
7675,2020-12-19,Sonoma,496668.0,131.0,26.38
7676,2020-12-19,Stanislaus,562303.0,236.0,41.97
7677,2020-12-19,Sutter,105747.0,72.0,68.09
7680,2020-12-19,Tulare,484423.0,272.0,56.15
7683,2020-12-19,Ventura,852747.0,565.0,66.26
7684,2020-12-19,Yolo,223612.0,68.0,30.41
7686,2020-12-18,Alameda,1685886.0,944.0,55.99
7689,2020-12-18,Butte,217769.0,146.0,67.04
7693,2020-12-18,Contra Costa,1160099.0,619.0,53.36
7695,2020-12-18,El Dorado,193098.0,129.0,66.81
7696,2020-12-18,Fresno,1032227.0,1036.0,100.37
7698,2020-12-18,Humboldt,134098.0,42.0,31.32
7699,2020-12-18,Imperial,191649.0,201.0,104.88
7701,2020-12-18,Kern,927251.0,1067.0,115.07
7702,2020-12-18,Kings,156444.0,131.0,83.74
7705,2020-12-18,Los Angeles,10257557.0,20138.0,196.32
7706,2020-12-18,Madera,160089.0,136.0,84.95
7707,2020-12-18,Marin,260800.0,60.0,23.01
7710,2020-12-18,Merced,287420.0,274.0,95.33
7713,2020-12-18,Monterey,448732.0,613.0,136.61
7714,2020-12-18,Napa,139652.0,140.0,100.25
7716,2020-12-18,Orange,3228519.0,4028.0,124.76
7718,2020-12-18,Placer,400434.0,297.0,74.17
7720,2020-12-18,Riverside,2468145.0,4568.0,185.08
7721,2020-12-18,Sacramento,1567975.0,1008.0,64.29
7723,2020-12-18,San Bernardino,2217398.0,4920.0,221.88
7724,2020-12-18,San Diego,3370418.0,3193.0,94.74
7725,2020-12-18,San Francisco,892280.0,358.0,40.12
7726,2020-12-18,San Joaquin,782545.0,842.0,107.6
7727,2020-12-18,San Luis Obispo,278862.0,150.0,53.79
7728,2020-12-18,San Mateo,778001.0,436.0,56.04
7729,2020-12-18,Santa Barbara,456373.0,262.0,57.41
7730,2020-12-18,Santa Clara,1967585.0,1414.0,71.86
7731,2020-12-18,Santa Cruz,273999.0,172.0,62.77
7732,2020-12-18,Shasta,177925.0,47.0,26.42
7735,2020-12-18,Solano,444255.0,346.0,77.88
7736,2020-12-18,Sonoma,496668.0,289.0,58.19
7737,2020-12-18,Stanislaus,562303.0,497.0,88.39
7738,2020-12-18,Sutter,105747.0,120.0,113.48
7741,2020-12-18,Tulare,484423.0,477.0,98.47
7744,2020-12-18,Ventura,852747.0,658.0,77.16
7745,2020-12-18,Yolo,223612.0,125.0,55.9
7747,2020-12-17,Alameda,1685886.0,1066.0,63.23
7750,2020-12-17,Butte,217769.0,209.0,95.97
7754,2020-12-17,Contra Costa,1160099.0,663.0,57.15
7756,2020-12-17,El Dorado,193098.0,119.0,61.63
7757,2020-12-17,Fresno,1032227.0,1239.0,120.03
7759,2020-12-17,Humboldt,134098.0,37.0,27.59
7760,2020-12-17,Imperial,191649.0,202.0,105.4
7762,2020-12-17,Kern,927251.0,1076.0,116.04
7763,2020-12-17,Kings,156444.0,245.0,156.61
7766,2020-12-17,Los Angeles,10257557.0,20823.0,203.0
7767,2020-12-17,Madera,160089.0,155.0,96.82
7768,2020-12-17,Marin,260800.0,73.0,27.99
7771,2020-12-17,Merced,287420.0,304.0,105.77
7774,2020-12-17,Monterey,448732.0,629.0,140.17
7775,2020-12-17,Napa,139652.0,142.0,101.68
7777,2020-12-17,Orange,3228519.0,4615.0,142.94
7779,2020-12-17,Placer,400434.0,244.0,60.93
7781,2020-12-17,Riverside,2468145.0,4879.0,197.68
7782,2020-12-17,Sacramento,1567975.0,1116.0,71.17
7784,2020-12-17,San Bernardino,2217398.0,5757.0,259.63
7785,2020-12-17,San Diego,3370418.0,3517.0,104.35
7786,2020-12-17,San Francisco,892280.0,361.0,40.46
7787,2020-12-17,San Joaquin,782545.0,992.0,126.77
7788,2020-12-17,San Luis Obispo,278862.0,257.0,92.16
7789,2020-12-17,San Mateo,778001.0,468.0,60.15
7790,2020-12-17,Santa Barbara,456373.0,293.0,64.2
7791,2020-12-17,Santa Clara,1967585.0,1743.0,88.59
7792,2020-12-17,Santa Cruz,273999.0,214.0,78.1
7793,2020-12-17,Shasta,177925.0,58.0,32.6
7796,2020-12-17,Solano,444255.0,522.0,117.5
7797,2020-12-17,Sonoma,496668.0,322.0,64.83
7798,2020-12-17,Stanislaus,562303.0,618.0,109.91
7799,2020-12-17,Sutter,105747.0,88.0,83.22
7802,2020-12-17,Tulare,484423.0,455.0,93.93
7805,2020-12-17,Ventura,852747.0,909.0,106.6
7806,2020-12-17,Yolo,223612.0,125.0,55.9
7808,2020-12-16,Alameda,1685886.0,1059.0,62.82
7811,2020-12-16,Butte,217769.0,133.0,61.07
7815,2020-12-16,Contra Costa,1160099.0,712.0,61.37
7817,2020-12-16,El Dorado,193098.0,133.0,68.88
7818,2020-12-16,Fresno,1032227.0,1706.0,165.27
7820,2020-12-16,Humboldt,134098.0,28.0,20.88
7821,2020-12-16,Imperial,191649.0,227.0,118.45
7823,2020-12-16,Kern,927251.0,1280.0,138.04
7824,2020-12-16,Kings,156444.0,228.0,145.74
7827,2020-12-16,Los Angeles,10257557.0,20635.0,201.17
7828,2020-12-16,Madera,160089.0,172.0,107.44
7829,2020-12-16,Marin,260800.0,118.0,45.25
7832,2020-12-16,Merced,287420.0,301.0,104.72
7835,2020-12-16,Monterey,448732.0,689.0,153.54
7836,2020-12-16,Napa,139652.0,118.0,84.5
7838,2020-12-16,Orange,3228519.0,4547.0,140.84
7840,2020-12-16,Placer,400434.0,269.0,67.18
7842,2020-12-16,Riverside,2468145.0,4668.0,189.13
7843,2020-12-16,Sacramento,1567975.0,1118.0,71.3
7845,2020-12-16,San Bernardino,2217398.0,5473.0,246.82
7846,2020-12-16,San Diego,3370418.0,3706.0,109.96
7847,2020-12-16,San Francisco,892280.0,425.0,47.63
7848,2020-12-16,San Joaquin,782545.0,1053.0,134.56
7849,2020-12-16,San Luis Obispo,278862.0,163.0,58.45
7850,2020-12-16,San Mateo,778001.0,556.0,71.47
7851,2020-12-16,Santa Barbara,456373.0,253.0,55.44
7852,2020-12-16,Santa Clara,1967585.0,1886.0,95.85
7853,2020-12-16,Santa Cruz,273999.0,185.0,67.52
7854,2020-12-16,Shasta,177925.0,61.0,34.28
7857,2020-12-16,Solano,444255.0,420.0,94.54
7858,2020-12-16,Sonoma,496668.0,281.0,56.58
7859,2020-12-16,Stanislaus,562303.0,626.0,111.33
7860,2020-12-16,Sutter,105747.0,123.0,116.32
7863,2020-12-16,Tulare,484423.0,632.0,130.46
7866,2020-12-16,Ventura,852747.0,693.0,81.27
7867,2020-12-16,Yolo,223612.0,136.0,60.82
7869,2020-12-15,Alameda,1685886.0,1108.0,65.72
7872,2020-12-15,Butte,217769.0,173.0,79.44
7876,2020-12-15,Contra Costa,1160099.0,796.0,68.61
7878,2020-12-15,El Dorado,193098.0,145.0,75.09
7879,2020-12-15,Fresno,1032227.0,1229.0,119.06
7881,2020-12-15,Humboldt,134098.0,22.0,16.41
7882,2020-12-15,Imperial,191649.0,274.0,142.97
7884,2020-12-15,Kern,927251.0,1182.0,127.47
7885,2020-12-15,Kings,156444.0,199.0,127.2
7888,2020-12-15,Los Angeles,10257557.0,21870.0,213.21
7889,2020-12-15,Madera,160089.0,282.0,176.15
7890,2020-12-15,Marin,260800.0,96.0,36.81
7893,2020-12-15,Merced,287420.0,390.0,135.69
7896,2020-12-15,Monterey,448732.0,631.0,140.62
7897,2020-12-15,Napa,139652.0,107.0,76.62
7899,2020-12-15,Orange,3228519.0,4817.0,149.2
7901,2020-12-15,Placer,400434.0,316.0,78.91
7903,2020-12-15,Riverside,2468145.0,4932.0,199.83
7904,2020-12-15,Sacramento,1567975.0,1218.0,77.68
7906,2020-12-15,San Bernardino,2217398.0,5286.0,238.39
7907,2020-12-15,San Diego,3370418.0,3647.0,108.21
7908,2020-12-15,San Francisco,892280.0,421.0,47.18
7909,2020-12-15,San Joaquin,782545.0,978.0,124.98
7910,2020-12-15,San Luis Obispo,278862.0,286.0,102.56
7911,2020-12-15,San Mateo,778001.0,595.0,76.48
7912,2020-12-15,Santa Barbara,456373.0,297.0,65.08
7913,2020-12-15,Santa Clara,1967585.0,2071.0,105.26
7914,2020-12-15,Santa Cruz,273999.0,199.0,72.63
7915,2020-12-15,Shasta,177925.0,86.0,48.33
7918,2020-12-15,Solano,444255.0,415.0,93.41
7919,2020-12-15,Sonoma,496668.0,360.0,72.48
7920,2020-12-15,Stanislaus,562303.0,606.0,107.77
7921,2020-12-15,Sutter,105747.0,134.0,126.72
7924,2020-12-15,Tulare,484423.0,511.0,105.49
7927,2020-12-15,Ventura,852747.0,1108.0,129.93
7928,2020-12-15,Yolo,223612.0,171.0,76.47
7930,2020-12-14,Alameda,1685886.0,1282.0,76.04
7933,2020-12-14,Butte,217769.0,185.0,84.95
7937,2020-12-14,Contra Costa,1160099.0,798.0,68.79
7939,2020-12-14,El Dorado,193098.0,117.0,60.59
7940,2020-12-14,Fresno,1032227.0,1205.0,116.74
7942,2020-12-14,Humboldt,134098.0,18.0,13.42
7943,2020-12-14,Imperial,191649.0,283.0,147.67
7945,2020-12-14,Kern,927251.0,1133.0,122.19
7946,2020-12-14,Kings,156444.0,318.0,203.27
7949,2020-12-14,Los Angeles,10257557.0,20009.0,195.07
7950,2020-12-14,Madera,160089.0,182.0,113.69
7951,2020-12-14,Marin,260800.0,121.0,46.4
7954,2020-12-14,Merced,287420.0,381.0,132.56
7957,2020-12-14,Monterey,448732.0,478.0,106.52
7958,2020-12-14,Napa,139652.0,107.0,76.62
7960,2020-12-14,Orange,3228519.0,4407.0,136.5
7962,2020-12-14,Placer,400434.0,299.0,74.67
7964,2020-12-14,Riverside,2468145.0,4329.0,175.39
7965,2020-12-14,Sacramento,1567975.0,1410.0,89.92
7967,2020-12-14,San Bernardino,2217398.0,5608.0,252.91
7968,2020-12-14,San Diego,3370418.0,3805.0,112.89
